comment,label,rate,
"Chất lượng sản phẩm tạm được, trượt cơ học khá dít gây khó khăn cho sử dụng.",NEG,2,
Nhưng áo khiến mình hơi thất vọng.,NEG,2,
"Mặc khá xinh nhưng chất vải xấu, mỏng, cứng.",NEG,2,
Chất lượng sản phẩm phù hợp vs giá.,POS,4,
Mới dùng chất lượng OK.,POS,5,
Thời gian giao hàng rất nhanh .,POS,5,
Mua ba cái thấy ok.,POS,4,
Đẹp quá ủng hộ shop lâu dài.,POS,5,
Áo mặc ok lắm mọi người cứ tin tưởng mua hàng nhé.,POS,5,
Dù sao với 160k thì chất lượng như vậy là quá được.,POS,4,
đẹp dã man thế này.,POS,5,
Áo xinh lắm nhé mấy nàng ❤ với giá này thì áo vậy là đẹp rồi !,POS,4,
"Khô gà bị mặn, cả nhà mình đều kêu vậy..",NEG,1,
Giao hàng nhanh.,POS,5,
Áo rất ấm.,POS,5,
Hơi thất vọng.,NEG,2,
Chất lượng sp tuyệt vời.,POS,5,
"Huhuu, sr vì bh mới xác nhận đã nhận hàng :( quên béng đi mất.",NEG,2,
C Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Hết cherry nên shop gọi bảo mình đổi mẫu chứ ko tự giao mẫu khác 👍🏻 Chọn chuyển qua dưa hấu.,NEU,3,
Sản phẩm tốt phù hợp với giá tiền.,POS,5,
Len chất hơi cứng chút😀Nhưng vẫn mặc Ok.,NEU,3,
"Kiểu dáng đúng mô tả, tuy nhiên quá mềm, không có độ cứng của khung túi, nên kém sang.",NEU,3,
"áo cực đẹp, nhé vải ko dày lắm đâu nên mình nghĩ vẫn mặc trong mùa hè đc, cơ mà lần sau em mua shop đừng gọi mẹ em nhé :)))).",POS,5,
Vải mỏng quá mỏng.,NEG,2,
Chất thích mà size hơi nhỏ so với size bthg.,NEG,2,
"Hàng đẹp, chất lượng.",POS,5,
SP không có hộp nhé.,NEG,1,
Rất đáng tiền.,POS,4,
Nhìn ưng lắm.,POS,4,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.,POS,5,
Ưng lắm shop à.,POS,5,
Chất lượng sản phẩm tỐt Thời gian giao hàng tạm được.,NEU,3,
Còn về hàng thì okie luôn :).,POS,5,
M chua thử nhưng thấy chất rất đẹp.,POS,5,
Yến Sam.,NEU,3,
Xấu quắc...kg giống hình...cảm thấy khó chịu.,NEG,1,
"3 in 1 mà mở hộp ra có mỗi 2 len, thiếu mất len macro.",NEG,2,
Chất lượng sản phẩm rất kém Khong co dich vụ la sao Chất lượng sản phẩm tốt.,POS,5,
Hộp hơi trầy nhưng hàng đóng gói kĩ.,NEU,3,
Dat xám gjao xah.thất vọg về sp.,NEG,2,
"Sản phẩm tốt, giá rẻ.",POS,4,
Nhưng good.,POS,4,
Thất vọng kinh khủng.,NEG,1,
Vậy là oke so với giá tiền rồi.,POS,5,
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,
"Hàng đẹp, đúng y hình.",POS,4,
Đóng gói sản phẩm rất chắc chắn Thời gian giao hàng rất nhanh.,POS,5,
Chất lượng sản phẩm không được tốt bằng sản phẩm mình mua trực tiếp ở các cửa hàng.,NEG,1,
Tks shop.,POS,5,
Thời gian giao hàng nhanh.,POS,5,
Shop phục vụ rất tốt.,POS,5,
"form ko đẹp, ko định hình tốt vòng 1.",NEG,1,
Ống tay hơi nhỏ .,NEG,2,
Đc shop lì xì nữa.,POS,5,
Sản phẩm chất lượng quá tệ.,NEG,1,
Shop giao hàng nhanh còn phục vụ nhiệt tình nữa.,POS,5,
Biết đẹp thế mình mua thêm cái màu đỏ nữa 😊😊😊😊.,POS,5,
Chỉ bung hết ra.,NEG,2,
5 sao nha!,POS,5,
Tiếc rằng hết màu thích ko thì sẽ lấy thêm.,NEU,3,
Shop chăm sóc khách hàng rất chu đáo.,POS,5,
"Chất lượng sản phẩm được, phải chi có màu rêu 😶.",POS,4,
Tất cả đều ok.,POS,4,
Áo đẹp.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.con dc shop tang qua nua.,POS,5,
"Chiều rộng giữa 2 chân hơi ngắn, khi ngồi sau trên xe máy thấy hơi khó chịu.",NEG,2,
"Tuyệt vời ạ huhu, sẽ còn ủng hộ shop dài dài.",POS,5,
Sp chất lượng.,POS,4,
"Sản phẩm rất là chất lượng đóng goid rất là đẹp gọn gàng, nên mua hàng ở đây rất uy tín.",POS,5,
Chất lượng sản phẩm quá tệ.,NEG,1,
"Chất lượng sản phẩm tạm dc ,hơi chật ,mik 45 kg thấy hơi chật,cổ bị rộng.",NEG,2,
"Dùng rất ok, chỉ ko biết dùng liệu có lâu được ko thôi hì 😄.",NEU,3,
Potay.,NEU,3,
Size áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng.,POS,4,
Chất lượng sp tốt tuyệt vời.,POS,5,
"Chất vải rất mỏng, màu cũng xấu không không đẹp không đẹp như hình.",NEG,2,
Y hình chuẩn đẹp👍 Chất lượng sản phẩm tuyệt vời.,POS,5,
áo rất đẹp - anh chị shop rất nhiệt tình - đóng gói rất đẹp.. cảm ơn anh chị shop.,POS,5,
"Hàng y hình Thời gian giao hàng nhanh ,vải mỏng.",POS,4,
Nhìn chung tạm ổn.,NEU,3,
Ống tay xấu.,NEG,1,
Áo mỏng hơn so với mình nghĩ nhưng vẫn ok.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Thời gian giao hàng rất nhanh, vải đẹp.",NEU,3,
"foem dáng ko giống mẫu mặc,may nhái lại thôi ạ, chât vải đc.",NEU,3,
Áo đẹp. .. ok..,POS,5,
Cho 5*.,POS,5,
Áo rất đẹp Thời gian giao hàng rất nhanh.,POS,5,
"Áo đẹp, giá rẻ.",POS,4,
Nói chung mình thấy ok.,POS,5,
"Áo chất đẹp thích hợp đi chơi, giao hành nhanh, nv tư vấn nhiệt tình!",POS,5,
Phù hợp giá tiền.,POS,5,
"Sản phẩm k giống hình lắm, mặc 2 lần dạn hết đường chỉ.",NEG,2,
Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
E thích lắm.,POS,4,
"Giống hình, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.",POS,5,
"Cũng cùng hãng giày nay co shop ban co 79k, nen cac bạn tim hieu kỹ khi đặt hàng.",NEU,3,
"Chất thì dc mà form ko chuẩn,sz XL ghi 53-68kg mà 55kg mặc thấy k dc thoải mái ,2c màu ghi thì chật k mặc dc.",NEG,2,
Đóng gói còn tốt nữa.,POS,5,
Vận chuyển siêu nhanh.,POS,5,
Chất liệu vải k co giãn.,NEG,1,
Éo ra j.,NEG,1,
Nắp túi bị lệch.,NEG,1,
Mình nhận dc cái túi nó móp méo.,NEU,3,
Áo nhỏ quá.,NEG,2,
Áo vải rất đẹp.,POS,5,
Shop phục vụ rất tốt.,POS,5,
"Hàng đẹp, chủ shop nhiệt tình ❤️.",POS,5,
Chúc shop càng ngày càng đắt hàng <3.,POS,5,
Chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm Rất đáng tiền.,POS,4,
Ko giao vẫn tính tiền.,NEG,1,
Ủng hộ shop 5sao.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,POS,5,
Vì giá rẻ.,NEU,3,
Giao sai size quân nhưng liên hệ với shop không bắt máy .,NEG,1,
"Địu chắc chắn, thoáng.Đỡ mỏi tay, nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn.",POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,
Giao hàng nhanh ❤️ áo xinh như hình ❤️ mỗi tội hơi mỏng xíu.,POS,4,
Dc Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Mặc rất thích :3.,POS,5,
"Giá cả chấp nhận được, Thời gian giao hàng rất nhanh.",POS,5,
Sẽ ủng hộ shop dài dài 😘.,POS,5,
Áo dày dặn và đẹp giống hình.,POS,5,
Chúc c luôn đắt hàng.,POS,5,
Quần cực kì đẹp.,POS,5,
Cung tam dc.,NEU,3,
"Vải ok nhưng hơi nhỏ, ko hài lòng việc đã nhắn shop ko ghi rõ thông tin ngoài bao bì nhưng vẫn ko thực hiện, thiếu lưu ý việc tê nhị.",NEU,3,
Phơi nắng r mà ko thấy sáng.,NEG,1,
Mình thấy rất êm chân.,POS,5,
Thái độ phục vụ ok.,POS,5,
Mình mặc vào nhìn như cái váy chống nắng ý.,NEG,2,
Nói chung thất vọng về sp.,NEG,2,
Màu hơi tối hơn so với ảnh sản phẩm.,NEG,2,
"Sp chất lượng, ngon, giá rẻ hơn các chỗ khác.",POS,4,
Quần cũng ok đẹp.,POS,4,
"Chất lượng sản phẩm tuyệt vời rất ok pin ổn ,nên mua nha mọi người 5sao.",POS,5,
Phí tiền.,NEG,1,
Vải mỏng và hơi ngắn Thời gian giao hàng tạm được.,NEG,2,
Về giặt túi là vứt luôn ...,NEG,1,
Hàg y hình.,POS,5,
Đóng gói sản phẩm chắc chắn.,POS,4,
Đặt3 giao 1 làm ăn vậy lun!,NEG,1,
Dây yếm hơi dài và có chỗ bị sứt chỉ.,NEG,1,
Hàng đẹp gía rẻ sẽ tiếp tục ủng hộ.,POS,5,
Giao hàng nhanh.,POS,5,
Vừa với giá tiền. 😃😃😃.,POS,5,
Chứ vậy sẽ mất uy tín lắm.,NEG,2,
"Vải hơi mỏng nhưng mùa hè mặc mát, màu k giống hình lắm nhưng cũng đẹp.",NEU,3,
Giao hàng nhanh.,POS,5,
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn.,POS,5,
Quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay .,NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,
Hàng dễ thương lắm đáng yêu cực đáng đồng tiền bỏ ra.,POS,5,
Hàng bỏ đi chưa mặc đã thủng.,NEG,1,
Vải dom áo ko giống trong hjnh giả tạo xấu xí.,NEG,1,
Giày đẹp trog tầm giá. 😍.,POS,4,
"Quá đẹp so với giá, chị chủ dễ thương, tặng chị cái ảnh 😚😍👏🏻.",POS,5,
Hàng y mẫu.,POS,5,
"Mua size S giao size L,mác thì size S,mác ở quần thì size L,bán hàng thế này là cố tình nhầm size,mọi người xem sét trước khi mua shop này nhé.",NEG,2,
"Giao lâu, áo phù hợp với giá.",POS,4,
So với trên ảnh thì nhìn thật màu có vẻ nhạt hơn xíu nhưng vẫn đẹp.,POS,4,
"Chất lượng sản phẩm tuyệt vời , shop dễ thương phục vụ tốt ❤️.",POS,5,
Shop nên xem lại cách đo size cho khách.,NEU,3,
Shop phục vụ tạm được.,NEU,3,
"Áo dày và hịn lắm ạ, chị chủ shop lại còn tư vấn nhiệt tình nữa :))).",POS,5,
"áo ko đẹp giống hình, lại bị nhỏ mặc không vừa.",NEG,1,
"Chân váy đẹp, chất vải tốt chưa biết có ra màu không Mua hàng ở shop nhiều lần đều ưng ý hàng có hư hỏng gì shop cũng hỗ trợ hết mình Thời gian giao hàng rất nhanh mất tầm 2 ngày là có hàng.",POS,5,
"Chất liệu tạm, hơi nhỏ.",NEU,3,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,
Rất thích!!,POS,5,
Thời gian giao hàng rất nhanh.,POS,5,
đẹp lắm bạn nào ko tin ib. tớ cho xem ảnh. là ng tiêu dùng mua đồ hãy xem đánh giá trước.,POS,5,
Màu sắc k như hình.,NEG,2,
Sẽ ủng hộ shop liên tục 👍🏻.,POS,5,
Đường chỉ may không chắc.,NEG,1,
Hàng đẹp .,POS,4,
Hàng đẹp đúng y mẫu .tks shop nhìu.,POS,5,
Sẽ tiếp tục ủng hộ shop dài dài.,POS,5,
Cách shop phục vụ rất nhiệt tình.,POS,4,
Chất lượng kém.,NEG,1,
Giống hình.,POS,5,
"Sp chất lượng , hàng như hình , soạn hàng nhanh, gói hàng cẩn thận.",POS,5,
Form đẹp.,POS,5,
Nói chung là đc shop à.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn shop phụ vụ rat chu đáo cảm ơn món quà nhỏ của shop.,POS,5,
"Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, Rất đáng tiền.",POS,5,
"Sp giống hình, thời gian giao khá lâu, nội thành HN mất 4-5 hôm.",NEU,3,
"Cứ gần hết kẹo mút ghiền là ghé thăm shop,sẵn ngay ngày 10/10 có được voucher 10% với chơi lắc xu mấy ngày cũng gần 18k,mà mua 3sp kẹo mút được giảm 10% nữa chứ.mà chỉ có bị cái cho nó tự động chọn bên vc,ko để ý tưởng sh 4H ai ngờ lại GHTK...NÊN ko được nhận trong ngày.sp HSD&NSX rất OK.THANKS SHOP.",POS,4,
Hơi buồn cái này thôi còn lại thì ok. 4 sao cho shop sau này rút kinh nghiệm bán đồ chơi con nít bọc nilong lại cho nó đỡ bám bụi.,POS,4,
Chảo to nhưng mỏng và k phải vân đá mà là mạ nha các bạn.,NEU,3,
"Phân loại hàng hơi rắc rối, mình k mua được cái muốn mua.",NEG,1,
Vải trước đẹp hơn .,POS,4,
Mọi người nhớ mua nhiều ở shop hơn nhé.,POS,4,
Đáng đồng tiền.,POS,5,
Rộng phải tạ mới mặc vừa.,NEU,3,
Tiền nào của nấy.,NEU,3,
"Chất lượng sản phẩm tốt, Thời gian giao hàng rất nhanh.",POS,5,
Dáng xấu .,NEG,2,
Rất hài lòng về quần lót bầu.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Mặc lên dính sát vào người chứ không đứng áo như trong hình.,NEG,2,
Rất đáng tiền.,POS,5,
Giao hàng nhanh.,POS,5,
"Áo đẹp dã man luôn,shop tư vấn nhiệt tình.",POS,4,
"Giao hàng nhanh, quần đẹp đáng so với tiền bỏ ra, shop nhiệt tình yêu shop.",POS,5,
"- Làm bánh cho KH mà làm sai loại bánh, vô làm lại thì bánh cháy!",NEG,1,
"Thời gian giao hàng nhanh, sp k đc như ý...",POS,4,
Mình không bàn về chất lượng vải.,NEU,3,
"Shop giao thiếu ví này :""(((( và mấy món khác cũng sai màu hơi nhiều.",NEG,2,
hàng quá đẹp so với giá thành!,POS,5,
Hàng y hình.,POS,4,
"Lạp xưởng ngon, nhìn mỡ vậy mà khi chiên xong ăn ko bị ngán, giá đẹp.",POS,5,
Giầy cũng khá đẹp.,POS,5,
Hàng y ảnh nha.,POS,5,
Thời gian giao hàng rất chậm!,NEG,1,
So với giá thì vầy là ổn quá rồi :3.,POS,5,
"Chất lượng kém vải cứng k mềm, đường may ẩu, dáng bị hẫng.",NEG,2,
Vải mặc mát.,POS,5,
Mặc rất thoải mái.,POS,4,
Áo trắng chất lượng quá thấp còn bị bẩn nhiều nơi giặt ko ra.,NEG,1,
Chất vải đẹp.,POS,5,
Tiền nào của nấy tất mới mua nhg bị rạn nhỏ.,NEG,1,
Good value for money.,POS,5,
Ngày nay chả flash gì cũng 33k/ chai.,NEU,3,
Cug tam dc .vai cug kg dep lam.,NEU,3,
Chúc shop đắt hàng.,POS,5,
Né shop này ra nếu ko mún bực bội.,NEG,1,
K giống ảnh lắm.,NEG,1,
Quần chất mềm..khá rẻ và ok.,POS,5,
Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền.,POS,5,
Màu tím vỏ ngoài mo hết chu.,NEU,3,
Mặc rất đẹp Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
Ao dep nhung form nho so voi bang kich thuoc nen mac ko vua.,NEU,3,
"Áo thun chất vải mỏng mát, ko mỏng lắm đâu nha, ok lắm!!",POS,5,
Minhk đã nhận được hàng.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,
Nhưng mỗi tội lạc đơn hàng phải đặt lần 2 bù Shop nhiệt tình nên xí xóa.,POS,4,
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được Giá cả chấp nhận được.,NEU,3,
Shop phục vụ rất tốt.,POS,5,
Mua về giặt cho hết mùi vải rồi lem tùm luôn.,NEG,2,
Sản phẩm phù hợp với giá tiền.,POS,5,
Chúc shop buôn bán thuận lợi và thành công!,POS,5,
Chị chjr còn tặng cho dây buộc tóc nữa❤ Ngàn sao cho shop.,POS,5,
Giấy dai.,NEG,2,
"Vải hơi mỏng , y hình Đóng gói sản phẩm chắc chắn Phù hợp giá tiền giao hang nhanh.",POS,4,
"Dáng áo đẹp , hợp với giá tiền.",POS,4,
"Chất vải mỏng lét, thun co giãn.",NEG,2,
"Giống 95% ảnh, êm, đẹp, ưng 💕💕.",POS,4,
Ao dep.,POS,4,
Chất lượng sản phẩm tốt Giá cả chấp nhận được Thời gian giao hàng nhanh.,POS,5,
Áo đẹp y hình luôn ạ 😚.,POS,5,
- Áo đẹp lắm nhaaa mọi ng <3 cứ yên tâm mua đi ạ.,POS,5,
Dép mang rất êm chân.,POS,5,
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ rất tốt.,POS,5,
Son lên màu đẹp.,POS,5,
Giao nhanh.,POS,4,
Chất liệu đẹp.,POS,4,
Áo k giống hình lắm.,NEG,1,
Sẽ mua lại.,POS,5,
Giao màu Đen!!!??,NEU,3,
"Áo ok, rộng xíu thì ok hơn.",POS,4,
Mũ chất👍.,POS,5,
Lần này mua cả thùng rất đáng tiền ạ để lâu cũng không lo lắng.,POS,5,
hang nhin vay thoi. chu luc giao hang thi ko dung voi mo ta.,NEG,1,
"Đẹp,giao nhanh:))rẻ:))10đ.",POS,5,
"Áo giống y hình, rất vừa.",POS,5,
Sao dây cuốn cán và cái chốt ở cán mới bóc nilon ra đã bung hết vậy bạn?,NEG,2,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
"Mua tận 6 cái cho bọn bạn , mà chúng nó ưng lắm ❤ nói chung là tuyệt vời.",POS,5,
Mua bỉm của shop lần 2 và lần nào cũng ưng.sẽ ủng hộ dài luôn 😚😚.,POS,5,
Chất lượng sản phẩm tạm được Giá cả chấp nhận được.bột không dc min lam uống bi sạm.,NEU,3,
Thơm.,POS,4,
Không đáng tiền.,NEG,1,
Đóng gói sản phẩm chắc chắn.,POS,5,
Mọi người yên tâm mua đồ ở shop nhé ❤️ thời gian giao hàng cũng nhanh nữa.,POS,4,
K đc full bóx Chất lượng sản phẩm tốt Thời gian giao hàng nhanh đóng gói sản phầm còn móp méo.,NEG,2,
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,POS,5,
hàng củng tạm đc giao hang cung nhanh nhung cước phí thì hoi mắt.,NEG,2,
Rất đáng tiền.,POS,5,
Thời gian giao hàng rất chậm.,NEG,1,
Chúc shop luôn đắt hàng nhé.,POS,4,
"Áo đặt nơi giao hàng ngã, thất vọng về shop quá, huy vọng shop lần sau rút kinh nghiệm cho ~ khách hàng khác, kiểm tra thông tin trc khi gửi hàng.",NEG,2,
Nhưng m đã ghi là chọn hồng chứ kp hồng đậm mà lại gửi hồng đậm cho m.,NEG,1,
"xong giao màu khác, ko muốn phiền nên ko muốn đổi !",NEG,1,
"Đóng gói sản phẩm chắc chắn, thời gian giao hàng nhanh.",POS,4,
Áo k giống hình tay ngắn shop bán hàng ib k rep :))) Chất lượng sản phẩm rất kém.,NEG,1,
